original_taxon,clean_species,sample_id,relative_abundance,source
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;NA,bacteroides,MCT.f.0464,66713,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii,faecalibacterium_prausnitzii,MCT.f.0464,21236,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,bacteroides_uniformis,MCT.f.0464,4923,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri,prevotella_copri,MCT.f.0464,4,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis,alistipes_putredinis,MCT.f.0464,21621,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA;NA;NA,,MCT.f.0464,12137,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris,bacteroides_stercoris,MCT.f.0464,3112,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei,bacteroides_dorei,MCT.f.0464,2841,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus,bacteroides_vulgatus,MCT.f.0464,4347,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii,alistipes_shahii,MCT.f.0464,18214,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;NA,parabacteroides,MCT.f.0464,6534,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii,alistipes_finegoldii,MCT.f.0464,6337,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;NA,alistipes,MCT.f.0464,1970,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA;NA;NA,,MCT.f.0464,5553,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,bacteroides_ovatus,MCT.f.0464,1171,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae,parabacteroides_merdae,MCT.f.0464,317,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae,bacteroides_caccae,MCT.f.0464,194,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus,bacteroides_cellulosilyticus,MCT.f.0464,5168,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,bacteroides_fragilis,MCT.f.0464,3348,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,bacteroides_thetaiotaomicron,MCT.f.0464,5686,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi,alistipes_obesi,MCT.f.0464,2656,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__[Eubacterium] rectale,[eubacterium]_rectale,MCT.f.0464,9394,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprocola,bacteroides_coprocola,MCT.f.0464,130,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius,bacteroides_plebeius,MCT.f.0464,204,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,alistipes_onderdonkii,MCT.f.0464,257,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis,bacteroides_massiliensis,MCT.f.0464,2486,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis,barnesiella_intestinihominis,MCT.f.0464,11,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella clara,paraprevotella_clara,MCT.f.0464,15,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia faecis,roseburia_faecis,MCT.f.0464,96,johnson_gut
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,bifidobacterium_adolescentis,MCT.f.0464,124,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium] siraeum,[eubacterium]_siraeum,MCT.f.0464,1819,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;NA;NA,,MCT.f.0464,66,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans,fusicatenibacter_saccharivorans,MCT.f.0464,2294,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. AL-1,alistipes_sp._al-1,MCT.f.0464,43,johnson_gut
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella wadsworthensis,sutterella_wadsworthensis,MCT.f.0464,4,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii,bacteroides_eggerthii,MCT.f.0464,559,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus,odoribacter_splanchnicus,MCT.f.0464,2691,johnson_gut
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,bifidobacterium_longum,MCT.f.0464,110,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;NA;NA,,MCT.f.0464,2049,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae;g__Oscillibacter;NA,oscillibacter,MCT.f.0464,791,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides coprophilus,bacteroides_coprophilus,MCT.f.0464,48,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis,gemmiger_formicilis,MCT.f.0464,120,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides finegoldii,bacteroides_finegoldii,MCT.f.0464,114,johnson_gut
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;NA;NA;NA,,MCT.f.0464,2009,johnson_gut
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,akkermansia_muciniphila,MCT.f.0464,231,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis,roseburia_hominis,MCT.f.0464,1742,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D20,bacteroides_sp._d20,MCT.f.0464,542,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;NA,blautia,MCT.f.0464,488,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis,roseburia_intestinalis,MCT.f.0464,111,johnson_gut
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,bifidobacterium_pseudocatenulatum,MCT.f.0464,4371,johnson_gut
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,bilophila_wadsworthia,MCT.f.0464,957,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium phoceensis,clostridium_phoceensis,MCT.f.0464,356,johnson_gut
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;NA,sutterella,MCT.f.0464,1,johnson_gut
k__Bacteria;p__Firmicutes;NA;NA;NA;NA;NA,,MCT.f.0464,1793,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus callidus,ruminococcus_callidus,MCT.f.0464,148,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis,bacteroides_faecis,MCT.f.0464,4,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_1_36,bacteroides_sp._4_1_36,MCT.f.0464,426,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes ihumii,alistipes_ihumii,MCT.f.0464,9499,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;NA;NA,,MCT.f.0464,1339,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis,alistipes_senegalensis,MCT.f.0464,1765,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans,roseburia_inulinivorans,MCT.f.0464,255,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,bacteroides_xylanisolvens,MCT.f.0464,46,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. KHD1,prevotella_sp._khd1,MCT.f.0464,1023,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae,bacteroides_salyersiae,MCT.f.0464,48,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus bicirculans,ruminococcus_bicirculans,MCT.f.0464,17,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena,dorea_longicatena,MCT.f.0464,278,johnson_gut
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,escherichia_coli,MCT.f.0464,992,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae,blautia_wexlerae,MCT.f.0464,394,johnson_gut
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;NA,bifidobacterium,MCT.f.0464,1000,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum,blautia_obeum,MCT.f.0464,233,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__Flavonifractor plautii,flavonifractor_plautii,MCT.f.0464,177,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 4_3_47FAA,bacteroides_sp._4_3_47faa,MCT.f.0464,344,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_13,bacteroides_sp._3_1_13,MCT.f.0464,14,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea,prevotella_stercorea,MCT.f.0464,28,johnson_gut
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;NA,bilophila,MCT.f.0464,396,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 1_1_30,bacteroides_sp._1_1_30,MCT.f.0464,125,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_33FAA,bacteroides_sp._3_1_33faa,MCT.f.0464,90,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae bacterium 7_1_58FAA,lachnospiraceae_bacterium_7_1_58faa,MCT.f.0464,651,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus comes,coprococcus_comes,MCT.f.0464,302,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;NA;NA,,MCT.f.0464,87,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus lactaris,ruminococcus_lactaris,MCT.f.0464,522,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas virosa,butyricimonas_virosa,MCT.f.0464,369,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;NA,prevotella,MCT.f.0464,24,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium] eligens,[eubacterium]_eligens,MCT.f.0464,304,johnson_gut
k__Bacteria;NA;NA;NA;NA;NA;NA,,MCT.f.0464,220,johnson_gut
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus rogosae,lactobacillus_rogosae,MCT.f.0464,12,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium] leptum,[clostridium]_leptum,MCT.f.0464,101,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__Ruminococcaceae bacterium D16,ruminococcaceae_bacterium_d16,MCT.f.0464,88,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus,bacteroides_clarus,MCT.f.0464,26,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella xylaniphila,paraprevotella_xylaniphila,MCT.f.0464,22,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis,bacteroides_intestinalis,MCT.f.0464,559,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas butyriciproducens,intestinimonas_butyriciproducens,MCT.f.0464,396,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 9_1_42FAA,bacteroides_sp._9_1_42faa,MCT.f.0464,46,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter laneus,odoribacter_laneus,MCT.f.0464,3,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales bacterium KLE1615,clostridiales_bacterium_kle1615,MCT.f.0464,180,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,parabacteroides_distasonis,MCT.f.0464,120,johnson_gut
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella excrementihominis,parasutterella_excrementihominis,MCT.f.0464,523,johnson_gut
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__;s__Burkholderiales bacterium 1_1_47,burkholderiales_bacterium_1_1_47,MCT.f.0464,253,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus faecis,ruminococcus_faecis,MCT.f.0464,53,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_40A,bacteroides_sp._3_1_40a,MCT.f.0464,569,johnson_gut
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum,bifidobacterium_bifidum,MCT.f.0464,2,johnson_gut
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum,bifidobacterium_catenulatum,MCT.f.0464,102,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D13,parabacteroides_sp._d13,MCT.f.0464,14,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC073E02,bacteroides_sp._hmsc073e02,MCT.f.0464,26,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis,prevotellamassilia_timonensis,MCT.f.0464,94,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. D22,bacteroides_sp._d22,MCT.f.0464,21,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. L2-50,clostridium_sp._l2-50,MCT.f.0464,104,johnson_gut
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;NA,akkermansia,MCT.f.0464,56,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. ATCC BAA-442,clostridium_sp._atcc_baa-442,MCT.f.0464,227,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium] hallii,[eubacterium]_hallii,MCT.f.0464,230,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes timonensis,alistipes_timonensis,MCT.f.0464,96,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii,bacteroides_nordii,MCT.f.0464,132,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4,bacteroides_sp._2_2_4,MCT.f.0464,130,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii,parabacteroides_goldsteinii,MCT.f.0464,1929,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus,coprococcus_eutactus,MCT.f.0464,68,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis,anaerotruncus_colihominis,MCT.f.0464,293,johnson_gut
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;NA;NA,,MCT.f.0464,135,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sartorii,bacteroides_sartorii,MCT.f.0464,213,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea massiliensis,mediterranea_massiliensis,MCT.f.0464,4,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia massiliensis,blautia_massiliensis,MCT.f.0464,94,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HMSC068A09,bacteroides_sp._hmsc068a09,MCT.f.0464,4,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 3_1_19,bacteroides_sp._3_1_19,MCT.f.0464,65,johnson_gut
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense,bifidobacterium_kashiwanohense,MCT.f.0464,377,johnson_gut
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium succinatutens,phascolarctobacterium_succinatutens,MCT.f.0464,5,johnson_gut
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens,collinsella_aerofaciens,MCT.f.0464,71,johnson_gut
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens,adlercreutzia_equolifaciens,MCT.f.0464,54,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. M62/1,clostridium_sp._m62/1,MCT.f.0464,198,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] bolteae,[clostridium]_bolteae,MCT.f.0464,81,johnson_gut
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp. 4_8_47FAA,collinsella_sp._4_8_47faa,MCT.f.0464,43,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. 20_3,parabacteroides_sp._20_3,MCT.f.0464,87,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes indistinctus,alistipes_indistinctus,MCT.f.0464,246,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum sp. 4_3_54A2FAA,subdoligranulum_sp._4_3_54a2faa,MCT.f.0464,143,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola,barnesiella_viscericola,MCT.f.0464,74,johnson_gut
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;NA,collinsella,MCT.f.0464,60,johnson_gut
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium ramulus,eubacterium_ramulus,MCT.f.0464,92,johnson_gut
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila sp. 4_1_30,bilophila_sp._4_1_30,MCT.f.0464,53,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. HPS0048,bacteroides_sp._hps0048,MCT.f.0464,116,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp. D26,parabacteroides_sp._d26,MCT.f.0464,13,johnson_gut
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii,parabacteroides_johnsonii,MCT.f.0464,98,johnson_gut
